Student_ID,Branch,Year,Gender,Attendance,Previous_CGPA,Internal_Marks,Assignment_Score,Study_Hours,LMS_Activity,Library_Visits,Lab_Usage,Certifications,Projects,Hackathons,Internships,Commute_Time,Backlogs,Final_CGPA,Academic_Status,Risk_Level
STU0523,ECE,4th Year,Female,82.58,6.78,81.88,72.99,2.18,42.89,2,58.41,1,3,1,2,57.99,2,6.47,Needs Attention,High Risk
STU0524,EEE,3rd Year,Male,69.8,7.0,80.2,73.73,4.87,64.15,6,62.93,0,1,3,0,47.53,2,6.57,Needs Attention,High Risk
STU0525,EEE,4th Year,Female,63.11,6.92,73.86,61.24,6.39,44.65,8,100.0,0,2,1,1,11.4,1,6.6,Needs Attention,Medium Risk
STU0526,CSE-AI,4th Year,Male,91.42,7.19,49.99,78.98,4.93,82.98,6,80.85,2,5,1,1,82.33,0,7.86,Good Standing,Low Risk
STU0527,ECE,2nd Year,Female,74.55,8.5,80.17,76.04,4.62,64.12,4,55.25,2,3,0,0,5.0,0,7.91,Good Standing,Low Risk
STU0528,EEE,2nd Year,Male,79.51,7.4,78.02,100.0,4.07,51.09,7,72.65,1,4,2,3,45.66,0,8.11,Good Standing,Low Risk
STU0529,CSE,4th Year,Female,83.27,8.26,76.93,87.05,2.51,78.96,7,51.69,1,4,0,1,53.25,0,8.06,Good Standing,Low Risk
STU0530,CSE,2nd Year,Male,96.29,6.63,74.35,77.78,3.06,31.33,5,73.86,2,1,1,1,45.27,0,6.67,Needs Attention,Low Risk
STU0531,Mechanical,3rd Year,Female,81.61,7.15,61.45,73.5,2.07,72.49,6,57.93,1,0,2,1,36.4,1,6.87,Needs Attention,Medium Risk
STU0532,ECE,3rd Year,Female,76.05,8.36,85.0,86.02,2.85,86.42,5,97.97,1,2,3,1,66.76,1,7.2,Needs Attention,Low Risk
STU0533,ECE,2nd Year,Female,74.76,6.77,82.78,63.01,3.71,70.87,5,76.31,1,2,1,1,60.22,1,6.76,Needs Attention,Medium Risk
STU0534,Mechanical,3rd Year,Male,79.63,8.41,59.09,87.68,5.66,59.9,8,77.91,2,0,1,2,39.62,0,7.78,Good Standing,Low Risk
STU0535,EEE,2nd Year,Female,70.91,6.93,87.77,60.95,3.83,48.13,7,84.25,1,3,0,0,31.92,0,7.05,Needs Attention,Low Risk
STU0536,ECE,4th Year,Male,80.29,7.21,73.58,67.26,4.88,85.32,4,85.92,2,2,2,1,25.29,0,7.57,Good Standing,Low Risk
STU0537,CSE,4th Year,Male,79.48,9.0,73.55,51.94,4.7,82.84,3,59.66,1,2,1,2,26.72,1,8.01,Good Standing,Low Risk
STU0538,CSE,3rd Year,Female,96.42,7.11,69.88,81.37,5.25,57.67,6,71.42,2,2,1,1,38.92,0,7.55,Good Standing,Low Risk
STU0539,CSE-AI,2nd Year,Female,79.16,7.63,71.06,77.0,2.95,58.1,4,63.32,2,2,0,1,10.2,0,7.48,Needs Attention,Low Risk
STU0540,ECE,2nd Year,Female,60.76,8.05,88.45,67.26,6.09,86.99,8,100.0,0,1,2,0,39.88,0,7.55,Good Standing,Low Risk
STU0541,EEE,3rd Year,Male,100.0,7.7,84.4,62.85,2.39,76.51,4,35.72,4,2,3,1,54.46,1,7.92,Good Standing,Low Risk
STU0542,Mechanical,4th Year,Female,89.57,7.73,84.14,90.54,3.83,39.41,4,61.37,5,1,0,1,29.87,0,7.64,Good Standing,Low Risk
STU0543,Mechanical,3rd Year,Male,100.0,7.45,74.21,72.4,4.47,64.87,12,68.8,1,1,0,1,39.59,0,7.86,Good Standing,Low Risk
STU0544,EEE,4th Year,Male,68.43,6.33,82.67,64.79,5.64,64.28,3,72.05,4,0,3,0,45.53,0,6.75,Needs Attention,Medium Risk
STU0545,Civil,2nd Year,Female,77.78,7.81,61.99,97.06,6.57,71.96,4,71.75,3,5,3,0,48.72,0,7.98,Good Standing,Low Risk
STU0546,CSE-AI,4th Year,Female,86.74,6.84,79.0,66.12,5.65,68.1,4,69.31,3,2,0,0,36.4,0,7.56,Good Standing,Low Risk
STU0547,Mechanical,3rd Year,Female,85.36,8.2,70.16,87.66,6.62,59.8,4,67.56,1,4,0,2,71.69,0,8.37,Good Standing,Low Risk
STU0548,ECE,2nd Year,Female,83.07,8.73,47.28,60.19,3.26,70.85,3,73.62,1,1,1,0,40.06,0,7.32,Needs Attention,Low Risk
STU0549,CSE-AI,3rd Year,Female,58.0,5.87,52.97,69.74,6.29,60.84,3,76.92,2,2,0,0,16.07,2,5.88,At Risk,High Risk
STU0550,ECE,3rd Year,Female,62.88,8.74,64.04,80.03,6.03,100.0,6,96.86,1,3,0,2,33.06,0,7.39,Needs Attention,Low Risk
STU0551,CSE,4th Year,Male,95.18,7.13,76.98,73.31,1.0,69.96,6,96.73,2,2,0,0,63.37,0,6.98,Needs Attention,Low Risk
STU0552,CSE-AI,3rd Year,Male,96.95,7.38,64.06,76.93,4.17,67.76,5,74.51,2,1,0,2,61.96,1,6.84,Needs Attention,Medium Risk
STU0553,Mechanical,4th Year,Male,78.93,6.68,64.91,67.53,5.4,97.48,6,62.57,2,4,0,1,9.04,0,7.19,Needs Attention,Low Risk
STU0554,CSE-AI,2nd Year,Female,93.9,7.67,81.16,54.83,3.73,46.17,4,63.62,1,1,1,2,34.64,0,7.14,Needs Attention,Low Risk
STU0555,CSE-AI,4th Year,Male,69.77,7.56,65.34,91.59,2.87,66.24,6,50.29,1,1,1,1,30.5,0,6.93,Needs Attention,Medium Risk
STU0556,CSE-AI,2nd Year,Male,72.06,8.47,87.97,68.27,7.67,52.81,5,84.3,3,3,2,0,54.02,0,7.8,Good Standing,Low Risk
STU0557,Civil,4th Year,Male,68.98,6.83,85.98,77.47,4.67,78.16,4,69.33,0,1,1,1,19.51,0,7.31,Needs Attention,Low Risk
STU0558,CSE-AI,3rd Year,Male,71.5,8.99,72.26,82.42,4.71,60.09,3,76.56,1,2,0,2,68.08,0,7.43,Needs Attention,Low Risk
STU0559,ECE,4th Year,Male,87.23,8.1,81.04,77.71,2.54,77.28,3,75.01,3,2,4,2,13.54,0,7.66,Good Standing,Low Risk
STU0560,CSE,4th Year,Female,71.38,7.58,79.41,65.5,3.58,76.13,5,59.54,1,0,1,0,37.48,0,7.19,Needs Attention,Low Risk
STU0561,EEE,2nd Year,Female,100.0,7.34,69.05,87.92,3.15,80.49,2,57.68,4,4,1,3,18.31,0,8.14,Good Standing,Low Risk
STU0562,CSE-AI,3rd Year,Male,84.6,7.22,82.34,80.16,6.12,76.39,3,63.21,1,1,1,1,51.82,0,7.4,Needs Attention,Low Risk
STU0563,Mechanical,4th Year,Male,90.85,7.28,84.11,76.39,5.26,64.42,3,77.29,4,1,3,0,5.0,1,7.87,Good Standing,Low Risk
STU0564,CSE-AI,3rd Year,Male,84.9,7.65,60.57,76.11,3.64,45.64,3,68.79,2,1,0,0,36.91,0,6.4,Needs Attention,Low Risk
STU0565,Mechanical,4th Year,Female,92.14,7.31,73.84,94.19,5.34,84.15,8,43.52,2,2,0,0,36.56,0,7.91,Good Standing,Low Risk
STU0566,ECE,4th Year,Female,71.32,6.92,73.71,65.24,4.12,90.54,3,54.64,3,3,0,1,23.87,0,7.26,Needs Attention,Low Risk
STU0567,Mechanical,3rd Year,Male,94.47,7.66,82.2,78.98,4.85,52.99,4,65.99,1,1,1,0,61.94,0,7.41,Needs Attention,Low Risk
STU0568,EEE,4th Year,Female,81.41,6.75,66.67,67.66,4.84,79.77,9,69.54,1,1,1,0,70.67,0,6.57,Needs Attention,Low Risk
STU0569,CSE,3rd Year,Female,92.09,7.79,64.83,50.76,5.13,49.27,5,77.73,3,1,1,1,32.75,2,6.98,Needs Attention,Medium Risk
STU0570,Mechanical,4th Year,Male,65.6,7.3,74.03,50.45,4.95,71.25,5,70.59,2,1,1,1,42.33,0,6.87,Needs Attention,Low Risk
STU0571,Mechanical,2nd Year,Female,81.81,8.13,86.18,61.82,5.13,74.55,4,64.56,4,1,1,1,28.89,0,7.71,Good Standing,Low Risk
STU0572,CSE,3rd Year,Female,81.45,8.39,57.61,66.1,6.38,61.18,4,64.04,2,6,2,1,17.27,0,7.78,Good Standing,Low Risk
STU0573,EEE,4th Year,Male,73.81,8.39,59.7,100.0,5.46,69.52,1,73.02,5,1,0,0,19.88,1,7.63,Good Standing,Low Risk
STU0574,CSE-AI,4th Year,Female,83.13,7.79,65.75,82.38,3.99,81.57,2,76.27,0,4,0,3,20.36,0,8.01,Good Standing,Low Risk
STU0575,Mechanical,2nd Year,Female,95.4,7.89,67.89,83.46,4.35,66.25,7,65.05,3,3,0,2,62.48,0,8.0,Good Standing,Low Risk
STU0576,CSE,3rd Year,Male,73.04,7.21,50.81,66.36,6.35,57.2,4,53.83,1,3,1,0,47.74,0,6.86,Needs Attention,Low Risk
STU0577,ECE,4th Year,Female,89.62,8.11,89.98,74.74,4.67,48.42,5,68.52,2,2,0,1,22.84,0,8.44,Good Standing,Low Risk
STU0578,CSE,2nd Year,Female,68.73,8.21,70.44,100.0,3.94,61.75,6,60.25,2,1,2,0,24.45,0,7.91,Good Standing,Low Risk
STU0579,ECE,4th Year,Male,100.0,6.09,68.64,59.43,3.55,49.2,6,74.31,2,1,2,0,22.05,1,6.77,Needs Attention,Medium Risk
STU0580,EEE,3rd Year,Male,87.85,7.84,91.47,79.47,4.91,61.96,6,92.21,3,2,2,0,6.19,0,8.47,Good Standing,Low Risk
STU0581,CSE-AI,4th Year,Male,97.25,8.73,80.61,93.34,3.22,60.56,5,49.73,0,3,3,0,49.34,0,8.28,Good Standing,Low Risk
STU0582,CSE,4th Year,Female,86.72,7.18,65.57,85.59,6.43,80.87,7,87.26,2,0,3,0,37.71,0,7.21,Needs Attention,Low Risk
STU0583,Civil,4th Year,Male,83.91,6.98,73.98,95.62,2.94,69.18,7,77.04,0,0,0,0,70.78,1,6.52,Needs Attention,Medium Risk
STU0584,Mechanical,4th Year,Female,87.93,7.12,71.5,76.55,6.72,100.0,5,86.54,2,3,0,1,5.0,0,8.08,Good Standing,Low Risk
STU0585,EEE,2nd Year,Male,78.64,6.15,89.38,81.24,4.07,35.78,3,63.46,2,3,0,3,55.27,1,6.42,Needs Attention,High Risk
STU0586,CSE,2nd Year,Female,63.82,7.61,69.99,75.32,2.88,73.01,10,48.31,2,1,0,0,56.87,1,7.68,Good Standing,Medium Risk
STU0587,Mechanical,3rd Year,Male,84.47,7.53,54.7,80.4,4.78,60.78,3,72.7,0,2,3,2,59.23,1,6.77,Needs Attention,Medium Risk
STU0588,CSE,2nd Year,Male,72.44,7.68,49.47,63.02,3.07,52.7,8,91.0,1,2,3,1,44.42,0,6.37,Needs Attention,Medium Risk
STU0589,ECE,2nd Year,Male,68.98,7.87,89.7,83.51,4.55,67.52,4,54.09,2,3,1,1,56.61,0,7.95,Good Standing,Low Risk
STU0590,CSE,3rd Year,Male,86.36,6.78,62.54,77.53,3.63,66.33,3,56.35,2,0,0,1,45.5,0,7.05,Needs Attention,Medium Risk
STU0591,Civil,2nd Year,Female,77.21,7.75,80.04,74.75,5.92,85.25,7,78.81,3,1,1,1,26.53,0,8.29,Good Standing,Low Risk
STU0592,CSE,2nd Year,Male,90.28,7.9,72.86,94.96,4.71,69.46,5,62.32,1,2,1,3,32.78,0,7.89,Good Standing,Low Risk
STU0593,CSE,3rd Year,Male,72.11,7.06,67.0,70.82,2.72,56.92,7,94.99,0,3,1,1,32.3,0,7.02,Needs Attention,Medium Risk
STU0594,Civil,3rd Year,Female,75.29,7.88,68.88,88.49,3.6,73.35,10,79.78,1,2,1,1,60.95,0,7.44,Needs Attention,Low Risk
STU0595,EEE,3rd Year,Male,91.5,7.57,91.0,89.69,5.56,64.33,2,59.21,3,4,2,2,63.03,0,8.3,Good Standing,Low Risk
STU0596,CSE,4th Year,Female,82.8,6.93,54.62,84.27,6.43,49.99,6,61.53,1,1,0,1,54.66,0,6.85,Needs Attention,Low Risk
STU0597,Civil,4th Year,Male,65.23,7.75,67.36,62.42,4.43,64.02,3,62.12,3,1,0,0,41.1,0,7.5,Good Standing,Low Risk
STU0598,Mechanical,3rd Year,Male,82.58,7.24,82.88,78.31,2.93,71.7,6,69.36,1,1,0,2,5.0,0,7.97,Good Standing,Low Risk
STU0599,ECE,3rd Year,Male,94.81,8.13,56.6,97.5,6.08,69.16,5,74.57,2,3,1,0,54.82,0,7.75,Good Standing,Low Risk
STU0600,ECE,3rd Year,Female,75.21,7.28,87.81,52.18,5.55,73.29,3,73.47,3,2,0,3,54.07,0,7.67,Good Standing,Low Risk
STU0601,CSE,4th Year,Male,85.98,6.34,82.71,71.75,6.46,59.58,6,53.13,0,5,0,2,45.13,1,6.87,Needs Attention,Medium Risk
STU0602,EEE,4th Year,Male,71.51,7.74,75.26,87.95,4.94,73.08,4,83.53,1,3,2,0,48.63,1,7.77,Good Standing,Medium Risk
STU0603,EEE,2nd Year,Male,78.63,7.71,65.96,72.62,3.72,69.92,6,65.65,4,1,1,1,25.39,0,7.75,Good Standing,Low Risk
STU0604,Mechanical,2nd Year,Female,90.9,6.53,55.06,83.72,5.28,70.05,3,56.09,3,4,0,0,33.82,1,6.78,Needs Attention,Medium Risk
STU0605,CSE,3rd Year,Female,82.19,8.18,80.48,90.91,4.99,68.52,3,63.05,3,1,1,1,25.23,0,7.76,Good Standing,Low Risk
STU0606,ECE,4th Year,Male,92.89,8.13,100.0,76.78,3.64,100.0,5,85.21,2,1,2,0,37.2,0,8.32,Good Standing,Low Risk
STU0607,EEE,4th Year,Female,84.25,6.72,73.75,80.11,4.8,85.76,7,72.85,1,1,0,1,55.79,0,7.53,Good Standing,Low Risk
STU0608,CSE,4th Year,Male,100.0,6.91,50.09,75.1,4.21,72.73,4,74.16,2,0,0,0,47.9,1,6.96,Needs Attention,Medium Risk
STU0609,EEE,3rd Year,Male,64.35,7.37,77.49,77.57,5.62,55.2,9,52.45,2,1,0,3,21.2,0,7.12,Needs Attention,Low Risk
STU0610,Civil,2nd Year,Male,77.83,6.82,82.32,99.23,5.24,63.32,3,71.98,3,3,1,1,72.98,0,7.66,Good Standing,Low Risk
STU0611,EEE,3rd Year,Male,69.15,8.08,60.99,73.23,2.92,93.85,8,84.96,2,6,1,0,43.12,0,7.51,Good Standing,Low Risk
STU0612,ECE,2nd Year,Male,69.84,7.63,64.25,69.76,2.77,58.99,4,42.96,0,4,1,2,27.87,1,6.86,Needs Attention,Medium Risk
STU0613,CSE-AI,2nd Year,Male,69.93,6.52,63.03,86.5,4.37,65.35,5,64.17,3,4,0,3,34.58,0,7.02,Needs Attention,Medium Risk
STU0614,Mechanical,3rd Year,Male,81.68,6.76,65.62,63.88,4.55,64.46,8,79.35,5,2,0,1,30.01,0,7.08,Needs Attention,Low Risk
STU0615,Mechanical,2nd Year,Female,82.26,8.57,69.93,66.62,5.64,73.89,5,72.37,2,2,1,1,44.07,0,8.34,Good Standing,Low Risk
STU0616,ECE,2nd Year,Female,84.27,8.88,61.67,66.7,5.27,61.01,5,54.72,3,1,1,3,16.19,0,7.57,Good Standing,Low Risk
STU0617,EEE,4th Year,Female,68.77,7.98,57.17,70.93,6.69,70.83,4,75.97,1,2,0,0,45.3,0,7.57,Good Standing,Low Risk
STU0618,CSE,2nd Year,Female,76.76,7.31,74.09,71.45,3.8,61.37,5,52.49,4,1,0,1,55.12,0,6.89,Needs Attention,Low Risk
STU0619,EEE,3rd Year,Female,70.36,7.1,69.81,82.39,3.71,89.03,6,56.99,3,3,1,0,51.87,0,7.17,Needs Attention,Low Risk
STU0620,ECE,3rd Year,Female,89.36,7.99,66.77,69.89,3.06,57.02,5,58.56,5,2,0,1,44.77,0,7.46,Needs Attention,Low Risk
STU0621,Mechanical,2nd Year,Female,71.3,7.57,73.0,82.87,5.62,83.64,6,93.15,2,2,1,1,50.36,0,7.47,Needs Attention,Low Risk
STU0622,EEE,4th Year,Male,77.86,6.05,53.76,84.37,4.53,58.64,7,44.95,0,4,0,1,47.06,0,6.14,Needs Attention,Medium Risk
STU0623,Mechanical,4th Year,Male,85.6,8.43,75.16,66.16,1.72,54.34,4,46.06,3,3,1,3,58.84,0,7.45,Needs Attention,Low Risk
STU0624,CSE,2nd Year,Male,73.84,8.71,67.01,84.11,4.8,56.79,6,74.25,1,1,3,3,35.69,0,7.79,Good Standing,Low Risk
STU0625,Mechanical,2nd Year,Male,86.94,8.16,74.87,85.2,4.9,40.62,3,71.57,0,2,2,0,23.56,1,7.54,Good Standing,Low Risk
STU0626,Mechanical,3rd Year,Female,95.96,6.52,76.8,52.87,4.28,75.02,4,62.95,3,3,2,1,46.58,1,7.36,Needs Attention,Medium Risk
STU0627,CSE-AI,2nd Year,Female,81.9,6.93,85.57,77.52,4.94,49.38,7,70.21,2,5,1,1,59.51,0,7.36,Needs Attention,Low Risk
STU0628,CSE-AI,4th Year,Male,89.02,5.83,73.24,67.92,2.67,62.27,6,54.03,2,2,0,1,32.97,1,6.4,Needs Attention,High Risk
STU0629,Civil,2nd Year,Male,59.27,8.94,84.8,89.64,6.96,80.19,2,71.38,2,1,1,1,68.76,0,8.3,Good Standing,Low Risk
STU0630,CSE-AI,3rd Year,Female,75.71,7.18,68.14,67.8,5.07,79.67,7,73.14,1,1,0,0,46.87,0,7.06,Needs Attention,Low Risk
STU0631,Mechanical,3rd Year,Male,81.85,9.6,68.71,57.93,1.84,45.09,8,88.22,3,2,0,3,56.71,0,7.86,Good Standing,Low Risk
STU0632,ECE,3rd Year,Male,69.47,9.26,70.91,73.64,4.49,72.97,3,98.61,2,0,1,1,19.09,0,7.84,Good Standing,Low Risk
STU0633,Mechanical,3rd Year,Male,82.08,6.69,81.29,63.24,5.11,86.25,7,65.99,3,2,1,1,54.24,0,6.98,Needs Attention,Low Risk
STU0634,ECE,3rd Year,Male,90.6,6.86,79.57,84.2,2.83,57.81,6,50.9,5,3,0,3,48.42,0,7.36,Needs Attention,Low Risk
STU0635,ECE,2nd Year,Female,61.2,7.92,73.62,64.3,5.3,76.22,9,75.77,0,1,0,0,78.02,1,7.1,Needs Attention,Medium Risk
STU0636,CSE-AI,2nd Year,Male,68.11,5.92,57.27,73.79,7.02,49.71,5,67.99,0,1,0,2,49.29,2,5.93,At Risk,High Risk
STU0637,EEE,2nd Year,Male,81.85,7.11,79.36,92.55,3.53,74.17,6,67.33,2,0,0,0,51.77,0,7.15,Needs Attention,Low Risk
STU0638,CSE,2nd Year,Female,84.6,7.02,61.66,87.18,5.14,70.1,4,45.83,3,0,0,1,25.24,0,7.28,Needs Attention,Low Risk
STU0639,CSE-AI,3rd Year,Female,87.38,9.17,61.01,79.73,4.81,78.58,4,71.48,2,2,1,3,45.71,0,8.4,Good Standing,Low Risk
STU0640,CSE-AI,4th Year,Male,81.11,7.64,58.34,72.47,5.95,77.59,6,76.34,2,2,1,0,60.62,0,7.44,Needs Attention,Low Risk
STU0641,EEE,2nd Year,Female,84.62,7.24,71.0,78.59,4.34,46.34,4,84.9,3,0,1,1,33.76,0,6.94,Needs Attention,Low Risk
STU0642,CSE,4th Year,Male,89.03,6.93,86.54,82.27,2.9,70.18,5,62.42,0,2,1,1,27.19,1,7.28,Needs Attention,Medium Risk
STU0643,Mechanical,2nd Year,Male,75.86,8.3,60.42,62.16,5.86,91.25,2,57.62,1,5,2,0,76.16,1,8.0,Good Standing,Low Risk
STU0644,Civil,2nd Year,Female,73.91,7.05,92.14,84.22,2.99,33.04,4,62.3,2,3,4,0,35.0,0,6.89,Needs Attention,Low Risk
STU0645,Civil,4th Year,Male,78.31,7.45,82.92,60.78,7.21,83.47,5,84.01,3,3,0,1,56.29,0,8.02,Good Standing,Low Risk
STU0646,Mechanical,3rd Year,Male,81.99,6.92,54.42,80.87,5.34,93.63,6,90.79,4,5,1,0,31.4,0,6.89,Needs Attention,Low Risk
STU0647,CSE-AI,2nd Year,Male,73.42,6.13,67.41,60.72,3.6,44.25,5,86.81,4,2,0,1,32.12,1,5.99,At Risk,High Risk
STU0648,CSE,2nd Year,Male,76.06,6.6,59.52,97.55,6.16,57.27,8,79.72,4,5,1,2,37.79,0,7.12,Needs Attention,Medium Risk
STU0649,CSE-AI,2nd Year,Female,83.98,7.05,79.98,83.16,4.49,76.28,2,69.52,1,1,1,0,50.31,1,7.53,Good Standing,Medium Risk
STU0650,ECE,4th Year,Female,81.58,7.26,60.14,55.33,4.17,53.82,3,71.86,2,2,0,2,61.03,2,6.89,Needs Attention,High Risk
STU0651,CSE-AI,3rd Year,Male,78.15,7.3,52.55,73.99,3.48,89.83,6,74.04,4,3,1,1,29.91,1,7.32,Needs Attention,Medium Risk
STU0652,CSE-AI,4th Year,Female,62.59,7.42,68.09,67.74,1.68,84.94,6,66.22,1,0,1,0,60.17,1,6.68,Needs Attention,High Risk
STU0653,Mechanical,4th Year,Male,79.96,7.06,86.03,66.32,5.41,45.84,6,83.34,1,2,0,1,42.49,2,7.14,Needs Attention,High Risk
STU0654,Mechanical,3rd Year,Male,70.3,8.71,69.69,75.77,2.06,56.11,3,45.21,1,2,0,2,36.83,1,6.96,Needs Attention,Medium Risk
STU0655,Mechanical,4th Year,Male,89.83,8.35,76.78,62.86,3.31,80.32,7,47.98,0,3,0,1,50.07,0,8.07,Good Standing,Low Risk
STU0656,Civil,3rd Year,Male,76.91,7.38,77.25,83.14,5.15,79.69,7,45.18,3,4,0,3,65.72,0,7.4,Needs Attention,Low Risk
STU0657,ECE,2nd Year,Male,70.04,7.73,53.85,82.46,3.75,100.0,3,57.97,2,5,1,0,49.28,0,7.29,Needs Attention,Low Risk
STU0658,Mechanical,3rd Year,Female,79.38,7.17,61.21,78.22,4.74,53.92,4,90.19,2,2,0,1,26.92,0,7.13,Needs Attention,Low Risk
STU0659,CSE,2nd Year,Male,92.71,5.0,72.08,73.77,2.68,91.35,2,52.17,1,1,0,1,42.63,1,5.94,At Risk,High Risk
STU0660,Civil,4th Year,Female,86.31,7.52,65.31,81.92,3.98,53.38,7,52.72,3,3,2,1,50.12,1,7.52,Good Standing,Medium Risk
STU0661,EEE,4th Year,Female,82.2,7.78,92.45,83.5,4.75,76.01,7,57.62,1,3,3,2,29.32,0,8.07,Good Standing,Low Risk
STU0662,CSE,2nd Year,Male,66.74,6.05,57.26,79.46,3.07,82.28,7,86.61,2,3,0,1,45.06,0,6.08,Needs Attention,High Risk
STU0663,CSE,4th Year,Male,96.22,7.95,61.09,58.26,7.03,20.1,5,91.53,3,4,0,0,27.07,0,7.86,Good Standing,Low Risk
STU0664,Mechanical,3rd Year,Male,73.78,7.25,75.49,64.54,3.54,82.58,6,85.23,2,2,1,0,51.42,0,7.08,Needs Attention,Low Risk
STU0665,EEE,2nd Year,Male,89.34,7.8,64.47,70.78,6.57,90.15,5,86.16,3,2,0,1,66.36,0,7.79,Good Standing,Low Risk
STU0666,EEE,4th Year,Male,76.75,7.27,40.0,56.29,4.25,85.53,3,94.78,0,0,2,0,38.54,0,6.48,Needs Attention,Medium Risk
STU0667,Civil,2nd Year,Female,88.38,8.63,95.22,76.69,2.15,100.0,3,43.05,2,2,0,1,53.42,0,7.7,Good Standing,Low Risk
STU0668,EEE,3rd Year,Male,93.07,7.7,59.11,90.93,2.79,83.44,8,51.63,2,1,0,1,58.45,0,7.86,Good Standing,Low Risk
STU0669,ECE,3rd Year,Male,86.48,8.4,78.73,89.02,4.76,59.4,6,59.49,1,3,0,3,32.28,0,8.13,Good Standing,Low Risk
STU0670,Mechanical,4th Year,Female,87.56,8.48,56.96,82.88,6.05,87.82,10,71.56,2,2,0,2,47.62,0,8.1,Good Standing,Low Risk
STU0671,EEE,3rd Year,Female,79.02,6.49,61.64,82.73,7.15,58.5,7,71.51,1,3,0,2,60.49,1,6.98,Needs Attention,Medium Risk
STU0672,Civil,2nd Year,Male,75.66,6.83,52.52,100.0,4.69,69.32,10,71.74,4,4,3,1,69.46,0,7.03,Needs Attention,Medium Risk
STU0673,ECE,3rd Year,Female,81.38,7.91,63.11,84.13,2.73,81.31,5,82.51,0,1,1,1,34.99,0,7.14,Needs Attention,Low Risk
STU0674,CSE-AI,2nd Year,Male,76.6,7.17,64.27,85.11,4.92,75.17,6,41.23,0,2,0,0,19.71,0,7.01,Needs Attention,Low Risk
STU0675,CSE-AI,2nd Year,Female,100.0,7.29,70.41,56.73,3.26,89.62,5,67.9,3,2,0,2,50.51,0,7.69,Good Standing,Low Risk
STU0676,ECE,3rd Year,Female,70.08,8.66,67.53,89.99,5.09,100.0,4,73.98,1,1,2,1,44.12,0,8.06,Good Standing,Low Risk
STU0677,Civil,4th Year,Male,90.02,7.22,54.7,78.78,3.09,49.8,5,65.12,3,3,0,0,40.55,2,6.96,Needs Attention,High Risk
STU0678,ECE,3rd Year,Female,85.17,6.63,65.71,73.04,1.37,62.75,6,72.84,1,3,1,1,30.65,1,6.85,Needs Attention,High Risk
STU0679,Mechanical,2nd Year,Female,82.3,6.75,89.36,70.07,6.48,73.06,3,85.33,2,2,2,2,55.91,0,7.69,Good Standing,Low Risk
STU0680,Mechanical,2nd Year,Female,94.8,9.46,87.94,67.42,4.16,60.59,5,70.93,1,1,1,2,29.4,0,8.83,Good Standing,Low Risk
STU0681,CSE-AI,3rd Year,Female,82.98,7.34,77.47,89.08,4.57,66.79,3,100.0,3,3,2,3,27.84,1,7.36,Needs Attention,Medium Risk
STU0682,EEE,4th Year,Female,73.65,6.27,79.96,73.66,6.0,80.41,2,84.26,0,4,1,1,37.62,0,7.26,Needs Attention,Low Risk
STU0683,Civil,4th Year,Female,82.92,5.91,96.73,67.86,7.32,78.29,6,73.99,2,2,1,0,56.72,2,6.87,Needs Attention,High Risk
STU0684,CSE-AI,2nd Year,Male,78.17,6.94,78.85,64.74,5.58,71.96,5,77.56,1,3,0,1,15.58,1,6.87,Needs Attention,Medium Risk
STU0685,EEE,2nd Year,Male,85.03,7.32,79.73,76.05,4.65,70.36,5,81.15,4,0,2,2,21.73,0,7.65,Good Standing,Low Risk
STU0686,EEE,4th Year,Female,88.13,8.35,53.23,69.68,5.19,64.42,7,95.28,1,2,3,0,25.25,0,7.77,Good Standing,Low Risk
STU0687,Mechanical,3rd Year,Male,71.41,8.27,58.65,66.95,4.06,90.47,7,87.61,4,2,1,1,75.7,0,7.37,Needs Attention,Low Risk
STU0688,CSE,2nd Year,Male,91.95,7.49,71.61,57.41,4.55,94.61,8,77.71,5,2,0,3,45.09,0,7.69,Good Standing,Low Risk
STU0689,CSE,2nd Year,Male,77.45,7.09,62.31,85.51,4.72,84.3,3,59.07,3,1,3,1,21.23,1,7.32,Needs Attention,Medium Risk
STU0690,ECE,4th Year,Female,84.44,7.81,60.02,72.34,3.32,49.61,9,76.22,0,1,0,0,37.64,0,6.89,Needs Attention,Low Risk
STU0691,Mechanical,3rd Year,Male,86.17,5.93,61.41,60.98,4.53,63.8,5,78.68,3,3,1,0,53.92,2,6.4,Needs Attention,High Risk
STU0692,EEE,4th Year,Female,83.67,9.28,54.92,70.75,5.05,71.19,6,81.67,0,2,2,3,76.0,0,7.66,Good Standing,Low Risk
STU0693,Civil,3rd Year,Male,78.91,8.09,62.5,80.59,5.28,52.95,2,58.99,1,1,0,1,12.31,1,7.42,Needs Attention,Medium Risk
STU0694,CSE,3rd Year,Female,75.11,8.28,76.07,74.35,5.16,69.27,8,81.07,4,1,1,2,20.66,0,7.53,Good Standing,Low Risk
STU0695,EEE,3rd Year,Female,77.31,6.53,93.56,76.29,2.49,68.36,4,82.01,2,0,1,0,33.91,0,7.34,Needs Attention,Medium Risk
STU0696,CSE,2nd Year,Male,95.65,8.65,81.56,74.51,6.34,85.35,3,51.85,1,1,0,1,34.54,0,8.67,Good Standing,Low Risk
STU0697,CSE,4th Year,Male,71.34,7.09,79.63,58.68,6.22,60.03,7,51.98,1,3,3,2,34.26,0,7.63,Good Standing,Low Risk
